product_already_counted,protocol,btc,method,confidence,month,group,segment,slug,chain,in_column,note
ether.fi eBTC,Aave V3,495.1857,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,1.0055,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,5.6194,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0039,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,27.8471,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,2.0168,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.0021,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1397,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.1698,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.5496,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,402.3243,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,1.0055,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,6.8612,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0039,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,27.2634,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,2.0168,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1402,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.0778,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.4462,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,653.3091,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,0.0054,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,7.7592,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0039,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,24.7192,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,1.1185,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1402,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.0716,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.4407,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,571.5146,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,0.0054,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,8.6166,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0039,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,14.8186,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1402,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.0716,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.4413,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,128.867,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,0.0054,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,9.0095,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,etherfi-borrowing-market,Optimism,btc_total,
ether.fi eBTC,Euler V2,0.0039,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,43.3083,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,0.1453,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.0716,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.4419,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,102.2437,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,0.0054,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,10.848,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,etherfi-borrowing-market,Optimism,btc_total,
ether.fi eBTC,Euler V2,0.0035,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,16.3487,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,0.1453,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.0716,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.4424,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,81.5989,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,AlphaFi Lending,10.4723,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,alphafi-lending,Sui,btc_total,
ether.fi eBTC,AlphaFi Lending,0.0008,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,alphafi-lending,Sui,btc_borrowed,
ether.fi eBTC,Dolomite,0.0054,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,11.8277,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,etherfi-borrowing-market,Optimism,btc_total,
ether.fi eBTC,Euler V2,0.003,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,30.7211,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,0.1453,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.0716,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,zerolend-lending,Ethereum,btc_total,
